חדר,אינדקס,מקור,תרגום,הערות
111,1,The soft grass soothes your aching feet.,הדשא הרך מרגיע את כפות הרגליים הכואבות שלך.,
111,2,The many beautiful trees bring a sense of peace to this forest.,העצים היפים הרבים מביאים תחושת שלווה ליער הזה. אתה רואה הר בלתי עביר מדרום.,
111,3,"If you look way off to the west, you can see the desert.","אם תסתכל הרחק לעבר המערב, תוכל לראות את המדבר.",
111,4,This is the wrong time of the year for wildflowers.,זה הזמן הלא נכון בשנה עבור פרחי בר.,
111,5,%m1,,
111,6,"The clear, blue sky is brilliant with an occasional white cloud.",השמים הכחולים והצלולים מבריקים עם ענן לבן מדי פעם.,
111,7,There are no flowers in this area.,אין פרחים באזור הזה.,
111,8,You see no suitable trees for climbing.,אתה לא רואה עצים מתאימים שניתן לטפס עליהם.,
111,9,"If you've seen one rock, you've seen them all.","אם ראית סלע אחד, ראית את כולם.",
111,10,You see two pretty birds looking at you.,אתה רואה שני ציפורים יפות מסתכלות עליך.,
111,11,You see two squirrels chattering to each other.,אתה רואה שני סנאים מדברים זה עם זה.,
111,12,They're too difficult to catch.,קשה מדי לתפוס אותם.,
111,13,You don't see any right now.,אתה לא רואה אף אחד כרגע.,לבדוק הקשר במשחק
111,14,"Maybe if you're quiet, you'll hear them.","אם תיהיה בשקט, אולי תוכל לשמוע אותם.",
111,15,All of the cactus around here are too prickly to be touched. You could wind up with a handful of thorns.,כל הקקטוסים כאן עוקצניים מכדי לגעת בהם. אתה יכול לגמור עם חופן של קוצים.,
111,16,Where?,איפה?,
111,17,"It is a handsome example of the species, but not one you'd care to handle. Look at those thorns!","זו דוגמה נאה לסוג הזה, אבל לא כזו שתרצה להתעסק איתה. תראה את הקוצים האלה!",
111,21,"You listen with great interest as one little bird chirps to the other, ""Notice that boy down there? He's got a sister he doesn't even know. A TWIN sister.""","אתה מקשיב בעניין רב כשציפור קטנה אחת מצייצת לשניה, ""רואה את הילד הזה למטה? יש לו אחות שהוא אפילו לא מכיר. אחות תאומה.""",
111,22,"Answers the second bird, ""How sad. I don't know what I'd do without all my brothers and sisters. I'd be so alone.""","עונה הציפור השנייה, ""כמה עצוב. אני לא יודעת מה הייתי עושה בלי כל האחים והאחיות שלי. הייתי כל כך בודדה"".",
111,23,"""I know what you mean,"" agrees the first.","""אני יודעת למה את מתכוונת,"" מסכימה הראשונה.",
111,24,"Your ears perk up as you hear one twittering bird say to her friend, ""Do you think that young man looks anything like his twin sister in Daventry?""","אוזניך מתרוממות כשאתה שומע ציפור מצייצת אחת אומרת לחברתה, ""האם את חושבת שהבחור הצעיר הזה דומה לאחותו התאומה בוונטרי?""",
111,25,"""I don't know, but I hear her beauty is legendary,"" chirps the other bird.","""אני לא יודעת, אבל שמעתי שיופיה זה משהו אגדי"", מצייצת הציפור השנייה.",
111,26,"""Well, he ain't exactly chopped liver, either,"" the first little bird states.","""טוב, זה לא שהוא נראה כמו חוטב עצים"", קובעת הציפור הקטנה הראשונה.",
111,27,"""I'm getting so frustrated!"" one little bird twitters to the other. ""No matter how early I get up, I just can't seem to ever catch that darn worm!!""","""אני כל כך מתוסכלת!"" ציפור קטנה אחת מצייצת לשנייה. ""לא משנה כמה מוקדם אני קמה, אני פשוט לא מצליחה לתפוס אי פעם את התולעת הארורה הזאת!!""",
111,28,"""Poor dear,"" says her friend. ""I know you can do it. You can't let a dumb worm outsmart you!""","""יקירתי המסכנה"", אומרת חברתה. ""אני יודעת שאת יכולה לעשות את זה. את לא יכולה לתת לתולעת סתומה להערים עליך!""",
111,29,"""Hah!"" the first bird laments. ""That's easy for you to say. I bet you've never even tried!""","""הא!"" הציפור הראשונה מתאבלת. ""לך קל להגיד את זה. אני בטוחה שבחיים לא ניסית אפילו!""",
111,30,"You hear one of the birds speak to the other, ""See that young fellow over there? When that old wizard, Manannan, kidnapped him, I heard tell his real parents were heartbroken over his loss.""","אתה שומע את אחת הציפורים מדברת אל השנייה, ""רואה את הבחור הצעיר שם? כשהמכשף הזקן הזה, מננן, חטף אותו, שמעתי סיפור שההורים האמיתיים שלו שבורי לב מהאובדן שלו.""",
111,31,"""I would think so!"" chirped the other bird. ""I'd sure miss my brood if they disappeared!""","""גם אני חושבת כך!"" צייצה הציפור השנייה. ""בטוח שהייתי מתגעגעת לגוזלים שלי אם הם היו נעלמים!""",
111,32,"You notice one squirrel chattering to the other squirrel, ""See that young man over there?""","אתה מבחין בסנאי אחד מפטפט עם סנאי אחר, ""רואה את הבחור הצעיר הזה שם?""",
111,33,"""Yes, what about him?"" the second one inquires.","""כן, מה איתו?"" השני שואל.",
111,34,"""Poor thing, he doesn't even know who his parents are,"" says the first squirrel.","""מסכן, הוא אפילו לא יודע מי ההורים שלו"", אומר הסנאי הראשון.",
111,35,"Asks the other, ""Well, who are they?""","שואל השני, ""נו, מי הם?""",
111,36,"""He's really a prince. His parents are King Graham and Queen Valanice of Daventry,"" replies the first.","""הוא למעשה נסיך. ההורים שלו הם המלך גרהם והמלכה ולניס מדוונטרי"", משיב הראשון.",
111,37,"""That boy over there lives with the terrible wizard,"" one scampering squirrel remarks to its companion.","""הילד הזה שם גר עם המכשף הנורא"", מעיר סנאי מתרוצץ אחד לחברתו.",
111,38,"""How awful for him,"" says the other squirrel. ""I wonder how he can stand it.""","""כמה נורא בשבילו"", אומר הסנאי השני. ""אני תוהה איך הוא יכול לעמוד בזה.""",
111,39,"Comments the first, ""I bet he can't. He ought to learn magic. He's got to fight fire with fire.""","הראשון מעיר, ""אני בטוח שהוא לא יכול. הוא צריך ללמוד קסמים. עליו להילחם באש עם אש.""",
111,40,"Chatters one squirrel to the other, ""Manannan's terrorizing the countryside again. I'm afraid for my life.""","סנאי אחד מפטפט עם השני, ""מננן שוב מטיל אימה על האזור. אני חושש לחיי.""",
111,41,"""I know how you feel,"" replies the second. ""I understand he's fond of squirrel tails.""","""אני יודע איך אתה מרגיש"", משיב השני. ""הבנתי שהוא אוהב זנבות של סנאים.""",
111,42,"You overhear the squirrels chattering. ""Have you got your winter's supply of nuts gathered?"" one inquires.","אתה שומע את הסנאים מפטפטים. ""אספת את מלאי האגוזים שלך לחורף?"" אחד שואל.",
111,43,"""Not quite yet,"" answers the other. ""Do you?""","""עוד לא ממש,"" עונה השני. ""ואתה?""",
111,44,"""Oh sure,"" states the first squirrel. ""Ages ago. You'd better get to it, I'd say.""","""הו בטח,"" קובע הסנאי הראשון. ""לפני עידנים. כדאי שתתחיל, הייתי אומר.""",
112,1,The gulls soar gracefully on the sea breezes.,השחפים מאמירים בחן על בריזות הים.,
112,2,The gulls are too wary of humans for them to be easily caught.,השחפים נזהרים מדי מבני אדם מכדי שיתפסו אותם בקלות.,
113,1,"The water looks inviting, but be careful if you go out there.","המים נראים מזמינים, אבל היזהר אם אתה יוצא לשם.",
114,1,"Ok, it's a feather.","אוקיי, זו נוצה.",
114,2,What feather?,איזו נוצה?,
114,3,You can't reach it.,אתה לא יכול להגיע לזה.,
114,4,Ok.,אוקי.,
114,5,You see a majestic eagle.,אתה רואה נשר מלכותי.,
114,6,I don't see a bird. Do you?,אני לא רואה ציפור. ואתה?,
114,7,"Funny, no response.","מצחיק, אין תגובה.",
114,8,There is a feather on the ground.,יש נוצה על הקרקע.,
115,1,"They are dirty and unkempt, their hair is wild and their clothes smell. Mean looks darken their faces. These are two to avoid!","הם מלוכלכים ולא מטופחים, שיערם פרוע ובגדיהם מסריחים. מבטים מרושעים מכהים את פניהם. אלו שניים שכדאי להימנע מהם!",
115,2,These two are certainly unsavory rogues! They look like they'd rob you blind!!,שני אלה הם ללא ספק נוכלים תפלים! הם נראים כאילו ישדדו אותך מבלי שתשים לב!!,
115,3,"%m5Taking stock of your holdings, you discover that all of your possessions have been stolen.","%m5מביצוע בדיקה של המלאי שלך, אתה מגלה שכל חפציך נגנבו.",
115,4,%m5At least you had nothing for the two bandits to steal.,%m5לפחות לא היה לך מה ששני השודדים יכלו לגנוב.,
115,5,"After recovering from a whack on the head at the hands of the bandits, you stand unsteadily. ","אחרי שהתאוששת ממכה בראש מידי השודדים, אתה עומד בחוסר יציבות.",
115,6,This is no time for conversation! Get out of here!! ,זה לא זמן לשיחה! ברח מכאן!!,
115,7,If you think you can capture these two you'd better think again.,"אם אתה חושב שאתה יכול לתפוס את שני אלה, מוטב שתחשוב שוב.",
115,8,You think you can hurt two husky bandits!? Think again.,אתה חושב שתוכל לפגוע בשני השודדים החזקים האלה!? תחשוב שוב.,
115,10,Bandits in %v240.,שודדים ב%v240.,
116,1,"You hear one of the pirates shout, ""Land ho, Captain!""","אתה שומע את אחד הפיראטים צועק, ""יבשה, קפטן!""",
116,2,"You hear the first mate shout, ""Drop anchor, an' prepare ta go ashore!""","אתה שומע את המלח הראשי צועק, ""זרוק עוגן, והיכונו לרדת ל'חוף!""",
116,3,"You hear the sounds of the ship setting sail. With a grim sense of foreboding, you realize that you are doomed to the life of a cabin boy.","אתה שומע את קולות הספינה מפליגה. עם תחושה עגומה מבשרת רעות, אתה מבין שאתה נדון לחייך כמשרת הסיפון.",
117,1,"What is this thing? OH, NO! It's the abominable snowman!!",מה זה הדבר הזה? אוי לא! זה איש השלג הנורא!!,
117,2,"The abominable snowman seems quite confused by this! He stares in amazement, then heads back to his cave.","איש השלג הנורא נראה די מבולבל מזה! הוא בוהה בתדהמה, ואז חוזר למערה שלו.",
117,3,"The terrible, hairy creature grabs you with bone-crushing force! You resist, but it is no use.","היצור הנורא והשעיר תופס אותך בכוח מוחץ עצמות! אתה מתנגד, אך זה לא מועיל.",
117,4,"He carries you away to his cave, where you meet an early (and unspeakable) demise.","הוא סוחב אותך למערה שלו, שם אתה פוגש פטירה מוקדמת (ובלתי ניתנת לתיאור).",
117,5,"The despicable creature grabs you roughly around the neck and... and... it's too horrible to describe! Suffice it to say, you are quite dead.","היצור הנתעב תופס אותך בגסות סביב הצוואר ו... ו... זה נורא מדי מכדי לתאר! יספיק לומר, אתה די מת.",
117,6,,,
117,7,,,
117,8,"The hairy creature is huge and monstrous!! It advances toward you menacingly. Don't just stand there, RUN!!!","היצור השעיר ענק ומפלצתי!! הוא מתקדם לעברך בצורה מאיימת. אל תעמוד שם סתם, רוץ!!!",
117,9,"You attempt to speak to the hairy monster, but are cut off by a ferocious ROOAAARRRRR!!","אתה מנסה לדבר עם המפלצת השעירה, אבל נקטע על ידי שאגהההההההההה אכזרית!!",
117,10,Now THAT'S the most ridiculous thing I've EVER hoid!!,זה הדבר המגוחך ביותר ששמעתי אי פעם!!,
117,11,Get serious!!,תהיה רציני!!,
117,12,Sure. Right. Uh huh.,כן. בטח. אה הא.,
118,1,,,
118,2,You are too far away for her to see it.,אתה רחוק מדי מכדי שהיא תוכל לראות את זה.,
118,3,,,
118,4,"Medusa is now just a stone statue, perfectly harmless.","מדוזה היא כעת רק פסל אבן, לא מזיקה לחלוטין.",
118,5,"Good idea! But, how can you do that?","רעיון טוב! אבל, איך אתה יכול לעשות את זה?",
118,6,,,
118,7,,,
118,8,"Apparently, Medusa doesn't speak. The only sounds that emit from her mouth are terrible grunts and groans.","ככל הנראה, מדוזה אינה מדברת. הקולות היחידים שנפלטים מפיה הם נהמות ואנקות נוראיות.",
118,9,The statue is much too heavy to carry.,הפסל כבד מדי לנשיאה.,
118,10,"Averting your eyes, you aim the wizard's hand mirror at Medusa's face. A scream pierces the air as she beholds her own hideous reflection... then... nothing. You dare to look. Medusa has turned herself to stone!","מסיט את עיניך, אתה מכוון את מראת היד של המכשף אל פניה של מדוזה. צרחה מפלחת את האוויר כשהיא רואה את ההשתקפות הנוראית של עצמה... ואז... כלום. אתה מעז להסתכל. מדוזה הפכה את עצמה לאבן!",
